Total population,Median age,% BachelorsDeg or higher,Unemployment rate,Per capita income,Total households,Average household size,% Owner occupied housing,% Renter occupied housing,% Vacant housing,Median home value,Population growth,House hold growth,Per capita income growth,Winner
99813,37.2,22.7,10.7,22099.0,39176,2.44,59.5,29.2,11.3,138115.0,1.0,1.17,1.98,Mitt Romney
24830,41.8,16.1,7.9,22467.0,9610,2.57,50.1,11.3,38.6,162576.0,1.16,1.25,1.9,Mitt Romney
161188,40.4,15.7,13.5,21717.0,64287,2.48,67.6,23.2,9.3,141444.0,0.72,0.77,1.85,Mitt Romney
54388,37.3,13.2,10.8,17191.0,20419,2.61,65.2,21.5,13.3,105179.0,0.88,0.92,2.01,Mitt Romney
60792,38.3,16.1,11.0,21337.0,23262,2.55,67.7,19.1,13.1,111688.0,2.41,2.52,1.93,Mitt Romney
210477,39.1,17.4,13.5,23407.0,82349,2.52,62.3,27.9,9.7,106578.0,1.32,1.37,1.93,Mitt Romney
21331,36.9,10.5,13.4,16867.0,7304,2.61,65.9,21.9,12.2,87991.0,0.09,0.18,1.95,Mitt Romney
57922,45.9,19.3,9.4,22068.0,25313,2.25,60.1,17.6,22.3,130837.0,0.37,0.49,1.92,Mitt Romney
5428,42.9,13.2,5.0,16940.0,2044,2.3,46.6,12.9,40.5,85813.0,-0.88,-0.89,2.08,Mitt Romney
174426,36.3,19.0,10.8,22993.0,65322,2.64,68.1,24.1,7.9,123688.0,3.12,3.07,2.09,Mitt Romney
10288,42.8,11.8,10.8,18233.0,4141,2.46,66.1,16.7,17.2,97215.0,-0.08,0.06,2.17,Mitt Romney
60038,38.4,20.7,13.4,22437.0,22677,2.61,65.2,25.7,9.1,148147.0,1.82,1.84,2.03,Mitt Romney
78115,40.0,16.0,14.2,22068.0,29682,2.6,72.0,19.5,8.4,153486.0,1.79,1.84,1.86,Mitt Romney
20995,42.1,20.2,10.1,19466.0,8786,2.28,60.8,18.4,20.8,110711.0,0.43,0.58,2.09,Mitt Romney
16015,45.2,15.4,11.4,18867.0,6831,2.32,65.2,15.6,19.3,104857.0,0.05,0.16,1.8,Mitt Romney
27572,39.1,12.7,14.4,18898.0,10342,2.57,49.9,14.9,35.2,102031.0,-0.02,0.07,2.02,Mitt Romney
88177,45.4,31.2,10.5,26616.0,35710,2.42,63.6,17.6,18.8,171774.0,1.33,1.3,2.02,Mitt Romney
172836,25.9,17.4,10.3,19338.0,56138,2.6,46.7,33.0,20.3,118350.0,1.03,1.4,2.11,Mitt Romney
54546,43.3,16.4,12.4,21997.0,21820,2.45,64.9,14.0,21.2,123247.0,2.44,2.58,2.13,Mitt Romney
38155,41.2,12.6,11.7,20939.0,15409,2.45,66.1,22.3,11.6,108725.0,0.4,0.51,1.8,Mitt Romney
19435,48.3,30.5,9.5,24552.0,8507,2.25,64.6,17.6,17.8,153704.0,0.27,0.35,2.02,Mitt Romney
143505,39.3,13.8,11.7,21056.0,55926,2.54,69.4,21.2,9.5,102275.0,0.75,0.78,1.86,Mitt Romney
92558,41.6,13.5,13.8,20607.0,37810,2.41,65.1,23.2,11.7,91372.0,-0.09,-0.01,1.94,Mitt Romney
142013,38.9,17.3,14.2,21051.0,54520,2.52,66.4,23.9,9.7,136140.0,1.01,1.04,1.91,Mitt Romney
65513,37.6,13.8,11.1,17862.0,24559,2.61,63.7,22.6,13.7,108713.0,0.7,0.76,1.98,Mitt Romney
207572,35.6,25.1,11.8,26642.0,72255,2.84,75.7,18.3,6.0,169498.0,3.96,3.99,2.03,Mitt Romney
115330,37.0,18.1,11.2,21350.0,44920,2.48,57.2,29.7,13.1,99647.0,0.07,0.21,1.98,Mitt Romney
67430,41.4,14.3,13.2,20350.0,27728,2.4,67.7,19.1,13.2,122373.0,-0.03,0.03,1.96,Mitt Romney
6994,30.1,11.2,10.9,14532.0,2393,2.9,54.0,24.1,21.9,56718.0,0.15,0.2,1.8,Barack Obama
5817,44.3,16.0,6.5,21500.0,2397,2.31,66.0,21.1,12.9,97434.0,-0.33,-0.2,1.73,Barack Obama
4155,43.5,13.0,4.5,22494.0,1768,2.34,67.4,16.6,16.0,73202.0,-0.55,-0.38,1.86,Barack Obama
81102,37.3,34.0,3.9,26802.0,33287,2.34,65.3,30.0,4.7,151700.0,1.47,1.71,2.62,Mitt Romney
5317,42.1,21.2,3.2,18595.0,2156,2.27,58.9,22.3,18.8,73077.0,-0.94,-0.83,2.16,Mitt Romney
3403,45.4,16.5,5.6,17858.0,1363,2.46,54.7,13.6,31.8,71639.0,-0.38,-0.19,2.0,Mitt Romney
2472,47.5,20.6,2.7,19551.0,1079,2.22,58.0,18.6,23.4,56250.0,-0.98,-0.85,2.01,Mitt Romney
4028,47.1,16.9,3.8,17750.0,1740,2.27,66.3,13.5,20.2,65659.0,-0.26,-0.06,2.23,Mitt Romney
2082,50.4,17.6,2.4,20312.0,898,2.23,64.0,10.9,25.1,54196.0,-1.05,-0.93,2.52,Mitt Romney
3215,54.3,10.2,2.8,18936.0,1456,2.11,63.6,13.4,23.0,54942.0,-0.35,-0.18,2.42,Mitt Romney
5790,42.0,20.0,5.1,17546.0,2253,2.54,59.2,20.3,20.5,86864.0,0.12,0.28,1.9,Mitt Romney
8108,44.3,14.6,4.6,23215.0,3277,2.44,61.0,11.5,27.5,94187.0,-0.75,-0.58,1.8,Mitt Romney
8209,45.6,16.7,5.3,22665.0,3518,2.27,66.5,18.1,15.4,87810.0,-0.22,-0.03,1.78,Mitt Romney
11238,42.0,23.6,5.4,23035.0,4777,2.26,54.9,28.6,16.5,91567.0,-0.39,-0.24,1.86,Mitt Romney
1572,51.4,10.0,3.2,16721.0,702,2.21,63.9,11.9,24.3,50313.0,-0.58,-0.4,2.15,Mitt Romney
23167,38.4,27.9,3.3,20951.0,9543,2.33,65.4,27.5,7.1,115431.0,0.39,0.6,1.84,Mitt Romney
20544,42.0,24.8,3.3,21797.0,8628,2.18,59.2,28.1,12.7,94494.0,-0.74,-0.62,1.75,Mitt Romney
20092,41.5,20.5,3.2,21270.0,8637,2.27,59.4,23.9,16.7,97887.0,0.54,0.77,2.02,Mitt Romney
33200,38.2,23.8,5.8,22615.0,13068,2.42,61.9,29.6,8.6,112270.0,0.73,0.76,2.24,Mitt Romney
6772,43.2,17.3,3.4,16798.0,2735,2.44,62.4,18.6,18.9,64760.0,-0.99,-0.9,2.28,Mitt Romney
777,44.6,19.9,2.6,18436.0,303,2.56,50.5,26.8,22.7,88095.0,-0.52,-0.4,0.23,Mitt Romney
2178,47.5,15.5,3.3,15786.0,918,2.32,51.4,12.4,36.2,40093.0,-1.12,-1.07,2.39,Mitt Romney
8428,41.3,13.6,5.4,19181.0,3346,2.49,64.3,19.9,15.8,85801.0,-0.53,-0.3,1.96,Mitt Romney
26337,39.6,22.2,5.9,24760.0,10087,2.59,70.6,17.7,11.7,109809.0,0.37,0.46,2.24,Mitt Romney
5824,41.9,19.6,2.1,18676.0,2436,2.36,45.5,26.6,28.0,85179.0,-0.59,-0.46,2.36,Mitt Romney
10063,40.9,20.0,4.1,21440.0,4232,2.35,62.0,22.5,15.5,85989.0,0.13,0.21,2.27,Mitt Romney
6977,42.9,19.4,4.8,19020.0,2778,2.47,70.3,19.4,10.3,77483.0,-0.2,-0.14,2.1,Mitt Romney
10447,36.7,14.5,5.6,16838.0,3591,2.87,65.5,20.6,13.9,82913.0,-0.66,-0.77,1.67,Mitt Romney
10866,44.7,19.3,3.8,18317.0,4496,2.36,59.3,20.9,19.8,69454.0,-0.86,-0.82,2.02,Mitt Romney
20361,32.9,15.6,5.6,20703.0,7126,2.82,62.0,28.9,9.2,92804.0,-0.36,-0.37,2.26,Mitt Romney
24680,35.6,18.1,6.1,18799.0,8801,2.75,61.5,26.0,12.6,89947.0,-0.07,-0.15,1.92,Mitt Romney
36105,39.6,18.4,5.6,22304.0,14671,2.39,61.5,28.2,10.3,111865.0,-0.17,-0.1,2.18,Mitt Romney
2130,47.1,17.0,3.3,17994.0,901,2.27,55.5,19.8,24.7,51579.0,-0.75,-0.72,2.34,Mitt Romney
6046,44.5,18.5,3.6,19715.0,2485,2.33,62.8,20.6,16.6,69688.0,-0.88,-0.85,1.96,Mitt Romney
2446,43.6,16.3,3.2,16007.0,991,2.41,65.3,17.2,17.5,56212.0,-1.24,-1.14,2.23,Mitt Romney
9435,40.8,22.1,4.1,20883.0,3557,2.61,66.9,21.2,12.0,107035.0,-0.22,-0.17,1.92,Mitt Romney
2870,47.7,14.1,4.9,17419.0,1213,2.32,55.7,15.1,29.2,58571.0,-0.86,-0.75,2.39,Mitt Romney
4672,43.8,18.0,1.4,18540.0,1815,2.32,63.7,20.1,16.2,75476.0,-0.73,-0.75,2.11,Mitt Romney
3826,46.1,16.5,5.4,19832.0,1652,2.28,64.0,19.7,16.3,66389.0,-0.47,-0.22,2.68,Mitt Romney
36061,39.6,19.4,4.9,22949.0,15004,2.36,62.6,26.7,10.6,111589.0,0.24,0.37,2.43,Mitt Romney
5098,42.4,14.7,5.7,16964.0,2032,2.46,60.8,23.1,16.1,67434.0,-0.73,-0.67,2.27,Mitt Romney
3632,43.0,14.0,3.4,17919.0,1442,2.44,61.3,20.1,18.6,64808.0,-1.07,-1.0,2.41,Mitt Romney
4443,47.3,16.0,4.7,18391.0,2000,2.2,64.6,16.2,19.2,49399.0,-1.29,-1.16,2.21,Mitt Romney
3119,43.5,17.8,4.2,19634.0,1270,2.41,66.1,20.5,13.4,80738.0,-0.08,0.05,2.19,Mitt Romney
9179,42.2,24.1,4.7,22079.0,3664,2.43,64.2,22.3,13.5,92417.0,-0.65,-0.61,2.07,Mitt Romney
7450,39.6,13.4,4.2,18307.0,2856,2.56,66.8,18.6,14.6,83363.0,-0.61,-0.57,2.14,Mitt Romney
5496,44.5,13.5,3.7,20456.0,2234,2.39,61.2,17.6,21.2,84964.0,-0.36,-0.29,1.75,Mitt Romney
1558,47.3,12.4,1.6,16760.0,697,2.19,55.0,19.6,25.5,57073.0,-1.05,-0.85,2.75,Mitt Romney
13963,37.8,17.1,4.5,19912.0,5248,2.49,63.2,25.0,11.8,98842.0,-0.42,-0.43,2.07,Mitt Romney
20838,40.9,20.2,4.7,22042.0,7988,2.58,68.3,16.9,14.8,105436.0,-0.07,-0.01,2.14,Mitt Romney
17039,37.4,26.4,4.5,23003.0,6333,2.48,65.9,24.7,9.3,105218.0,0.18,0.31,2.33,Mitt Romney
6438,38.3,16.4,5.2,17526.0,2333,2.71,72.4,17.6,10.0,98544.0,-0.31,-0.22,2.03,Mitt Romney
5272,46.4,18.3,3.9,19179.0,2285,2.23,64.7,16.1,19.2,56438.0,-1.38,-1.25,2.16,Mitt Romney
560,46.5,20.4,1.9,21594.0,305,1.84,50.1,17.2,32.7,54688.0,-2.09,-2.12,0.12,Mitt Romney
3793,47.4,16.8,5.7,18353.0,1636,2.22,64.7,17.5,17.8,62195.0,-0.83,-0.73,2.24,Mitt Romney
14266,40.9,17.0,5.5,21361.0,5661,2.37,62.5,26.3,11.2,100542.0,-0.34,-0.25,2.14,Mitt Romney
62193,43.8,27.7,6.2,26700.0,25472,2.39,51.2,18.3,30.6,168980.0,0.34,0.48,3.21,Mitt Romney
32143,45.5,12.1,7.5,21056.0,13965,2.25,46.9,19.5,33.7,95167.0,-0.48,-0.33,2.45,Barack Obama
87242,39.7,38.0,6.5,27286.0,34363,2.34,48.5,23.1,28.4,171117.0,0.34,0.47,3.38,Barack Obama
910386,41.6,44.8,8.9,42353.0,339422,2.65,64.0,32.2,3.8,436219.0,0.16,0.15,2.6,Barack Obama
158434,36.7,15.3,15.6,21572.0,52575,2.75,61.5,30.0,8.5,155235.0,0.74,0.79,2.51,Barack Obama
783531,36.0,32.8,14.8,29099.0,280993,2.71,40.5,49.2,10.3,353541.0,-0.19,-0.18,3.44,Barack Obama
794605,37.6,38.5,10.2,35342.0,279767,2.77,62.6,32.2,5.2,301089.0,0.36,0.32,2.56,Barack Obama
130174,42.1,47.3,7.4,51479.0,47593,2.65,79.4,16.1,4.5,418815.0,-0.04,0.05,3.02,Mitt Romney
578728,44.4,24.8,11.4,29606.0,227370,2.51,66.7,14.4,18.9,263484.0,0.78,0.79,2.45,Mitt Romney
112079,40.6,29.2,10.1,34048.0,42997,2.57,67.6,25.2,7.2,280709.0,0.33,0.41,2.66,Mitt Romney
215179,31.3,24.5,9.9,17305.0,74715,2.8,60.5,30.1,9.4,116893.0,1.73,1.87,0.94,Barack Obama
4553,38.5,10.4,8.8,14520.0,1704,2.31,56.1,20.3,23.6,81106.0,-0.73,-0.49,1.82,Barack Obama
19190,44.5,61.6,3.1,49786.0,8064,2.37,70.2,19.6,10.3,304574.0,-0.54,-0.43,1.18,Barack Obama
18756,32.7,21.3,9.2,16055.0,7062,2.56,59.9,25.6,14.5,112208.0,0.31,0.45,1.29,Barack Obama
3540,51.0,18.5,9.7,16984.0,1642,2.15,45.6,11.3,43.2,128201.0,-0.17,0.02,1.3,Mitt Romney
64132,36.3,17.8,11.5,17317.0,23703,2.62,61.3,25.8,12.9,91712.0,0.5,0.61,1.06,Mitt Romney
52750,38.0,14.7,7.6,18921.0,20244,2.57,63.4,22.7,13.9,96320.0,0.37,0.49,0.97,Mitt Romney
22155,48.2,24.3,5.8,23304.0,9619,2.28,42.6,12.7,44.7,151317.0,0.86,1.01,0.96,Mitt Romney
130183,31.9,14.7,12.5,17906.0,43565,2.96,64.0,21.7,14.2,123080.0,0.78,0.83,0.65,Mitt Romney
17106,36.9,15.7,10.5,16706.0,6187,2.67,67.3,13.8,18.9,109087.0,-0.56,-0.49,1.18,Mitt Romney
1976256,36.6,21.7,15.2,26761.0,729385,2.68,50.7,35.9,13.5,146825.0,1.95,1.9,2.84,Barack Obama
55291,40.0,23.6,11.9,26967.0,21127,2.46,56.5,33.8,9.8,181777.0,-0.17,-0.23,2.75,Mitt Romney
953,49.3,9.9,3.0,24918.0,481,1.97,35.9,18.4,45.7,69429.0,-0.42,-0.25,0.36,Mitt Romney
1638,41.4,14.2,7.9,21332.0,656,2.48,43.5,15.5,41.0,81316.0,1.27,1.28,2.59,Mitt Romney
4829,42.5,19.5,12.4,19594.0,1796,2.49,53.2,17.8,29.0,98131.0,1.76,1.86,2.24,Mitt Romney
4674,46.2,13.5,15.6,22249.0,2060,2.22,49.0,18.9,32.1,75439.0,-0.78,-0.7,2.56,Mitt Romney
6296,35.4,11.6,12.2,21954.0,1800,2.71,51.8,22.8,25.4,91165.0,-0.58,-0.79,2.54,Mitt Romney
299469,39.1,37.7,6.6,29879.0,123002,2.29,52.6,38.8,8.7,194850.0,-0.03,0.02,3.11,Barack Obama
1390745,32.0,17.9,18.8,17517.0,480409,2.79,18.0,74.2,7.8,335081.0,0.41,0.39,2.94,Barack Obama
62952,43.8,27.9,7.2,27291.0,25323,2.39,55.2,23.1,21.7,164728.0,-0.56,-0.48,3.02,Barack Obama
296856,38.4,32.0,7.8,31056.0,105816,2.63,63.5,29.0,7.5,252981.0,0.07,0.08,2.67,Barack Obama
1643382,37.7,57.6,10.0,51818.0,776506,2.03,18.5,71.3,10.2,628180.0,0.46,0.44,3.91,Barack Obama
213897,41.0,21.6,9.4,24729.0,87175,2.4,61.2,26.9,12.0,133804.0,-0.29,-0.18,2.9,Barack Obama
386178,35.9,27.8,8.6,27922.0,129629,2.87,61.9,30.6,7.5,232970.0,0.76,0.78,2.52,Barack Obama
62541,40.1,27.0,8.2,21294.0,23763,2.39,56.4,21.3,22.3,122703.0,-0.54,-0.5,2.8,Barack Obama
155936,39.6,28.8,7.6,26635.0,61947,2.43,56.7,31.0,12.3,180699.0,0.08,0.14,2.79,Barack Obama
151809,41.6,31.9,7.5,27167.0,61125,2.41,57.6,30.9,11.5,173466.0,0.4,0.39,2.87,Barack Obama
489884,37.5,28.1,9.0,30772.0,173061,2.78,59.5,34.9,5.6,382537.0,0.8,0.82,2.75,Barack Obama
1492400,39.3,32.5,7.7,34713.0,492453,2.97,69.9,18.3,11.8,331897.0,0.29,0.29,2.26,Barack Obama
76773,41.7,21.3,8.9,23545.0,29652,2.42,40.0,18.9,41.1,145198.0,-0.11,0.04,3.07,Barack Obama
184990,40.8,30.7,8.3,26588.0,71063,2.44,58.2,27.7,14.2,211313.0,0.04,0.1,3.1,Barack Obama
49592,36.6,21.2,9.3,19196.0,17981,2.48,51.1,18.5,30.4,90865.0,-0.21,-0.12,2.65,Mitt Romney
88051,40.2,23.1,9.8,23052.0,34627,2.38,61.9,28.5,9.6,110677.0,-0.37,-0.19,2.93,Mitt Romney
46546,45.3,17.4,8.9,21252.0,19015,2.33,47.7,15.7,36.6,119647.0,-0.53,-0.43,2.82,Mitt Romney
58231,40.1,20.0,5.9,23052.0,22330,2.54,65.7,24.8,9.6,128141.0,-0.43,-0.25,2.62,Mitt Romney
49557,42.2,20.9,8.0,23105.0,19165,2.38,47.6,18.4,34.0,144465.0,-0.24,-0.17,2.92,Mitt Romney
26244,39.4,14.7,8.1,18437.0,10030,2.59,47.7,14.3,38.0,105861.0,-0.31,-0.18,2.38,Mitt Romney
64307,36.3,20.0,8.1,22886.0,22420,2.57,66.1,23.0,10.9,134996.0,-0.09,-0.03,2.66,Mitt Romney
42519,35.7,16.6,9.9,21114.0,15180,2.61,64.2,21.4,14.3,102304.0,-0.31,-0.26,2.54,Mitt Romney
31856,41.5,21.5,7.6,22107.0,12390,2.43,54.8,18.3,26.9,158488.0,-0.01,0.1,2.79,Mitt Romney
50862,41.0,24.1,8.1,23127.0,19806,2.54,69.2,20.2,10.6,135466.0,-0.23,-0.12,2.86,Mitt Romney
92103,39.5,21.1,7.9,24432.0,35358,2.56,67.6,19.9,12.6,131260.0,-0.19,-0.03,2.91,Mitt Romney
24821,40.3,22.6,6.1,20198.0,9099,2.57,55.0,17.1,28.0,123111.0,-0.4,-0.39,2.47,Mitt Romney
101953,40.3,13.8,13.2,20626.0,39391,2.53,62.7,23.0,14.3,101497.0,-0.23,-0.17,1.84,Barack Obama
1148954,34.2,35.9,10.6,28542.0,474721,2.37,49.3,39.0,11.8,131161.0,0.72,0.77,2.3,Barack Obama
838497,37.3,32.5,11.7,28664.0,341738,2.39,51.4,35.9,12.6,123388.0,0.39,0.38,2.47,Barack Obama
443317,37.1,23.4,14.9,25214.0,180174,2.4,56.8,31.8,11.4,94051.0,-0.37,-0.29,2.44,Barack Obama
40689,45.1,19.4,13.8,26435.0,16771,2.39,48.3,12.2,39.5,115828.0,-0.19,-0.06,2.08,Barack Obama
158263,35.9,25.3,11.5,25821.0,60614,2.48,64.3,27.3,8.4,132360.0,0.18,0.36,2.27,Barack Obama
60975,39.7,14.7,11.1,23784.0,23971,2.5,67.5,23.1,9.4,107492.0,-0.17,-0.05,2.06,Barack Obama
545821,39.8,29.9,12.1,27923.0,222073,2.41,62.6,27.9,9.5,113885.0,-0.14,-0.06,2.38,Barack Obama
55765,38.4,19.5,12.6,21446.0,21014,2.53,68.6,23.2,8.2,118515.0,0.57,0.68,2.03,Mitt Romney
47312,38.8,16.3,10.1,24505.0,18041,2.56,70.8,20.7,8.5,111282.0,0.14,0.25,2.05,Mitt Romney
45652,37.8,11.3,13.6,21147.0,17108,2.64,68.2,18.3,13.6,109118.0,0.32,0.41,2.08,Mitt Romney
201460,36.6,25.1,11.3,28307.0,76044,2.63,68.5,24.4,7.1,144022.0,0.96,1.05,2.22,Mitt Romney
52444,40.1,12.5,11.1,22037.0,20554,2.51,69.3,22.1,8.6,111464.0,-0.21,-0.1,2.08,Mitt Romney
144870,38.4,24.7,10.6,27566.0,54467,2.61,69.9,22.4,7.7,160759.0,0.97,1.06,2.21,Mitt Romney
96200,41.6,37.1,7.6,35035.0,34120,2.79,81.1,12.8,6.1,178642.0,0.2,0.3,2.07,Mitt Romney
75767,38.1,25.6,9.8,26528.0,30880,2.38,66.6,25.7,7.8,118019.0,0.22,0.43,2.24,Mitt Romney
31976,34.5,14.3,11.7,19836.0,11951,2.47,64.0,25.1,10.9,88315.0,-0.17,-0.09,1.96,Mitt Romney
29114,38.9,13.5,13.7,22468.0,11131,2.56,72.1,18.3,9.6,103596.0,-0.15,-0.05,1.88,Mitt Romney
29043,40.5,12.4,11.6,19659.0,11378,2.48,64.9,21.7,13.4,95132.0,0.19,0.31,1.84,Mitt Romney
62396,40.8,13.1,8.4,18422.0,25454,2.43,65.4,23.1,11.5,90239.0,0.03,0.17,2.08,Mitt Romney
162628,39.2,22.2,10.5,25938.0,62602,2.54,67.3,24.1,8.6,129733.0,0.7,0.75,2.24,Mitt Romney
176919,39.1,29.0,8.8,30139.0,65432,2.68,75.9,18.6,5.5,171826.0,1.04,1.17,2.58,Mitt Romney
101583,40.0,19.8,12.0,26339.0,40170,2.49,66.2,26.3,7.6,124131.0,0.16,0.24,2.23,Mitt Romney
14295,44.4,10.6,12.1,18771.0,5819,2.43,63.4,15.8,20.7,75286.0,-0.61,-0.48,1.77,Mitt Romney
14646,42.0,11.5,14.3,17640.0,5967,2.42,56.4,16.4,27.2,81667.0,-0.27,-0.12,1.87,Mitt Romney
85714,38.8,15.7,13.0,20884.0,33047,2.52,65.1,24.8,10.1,95665.0,-0.01,0.0,1.84,Mitt Romney
19470,39.0,9.9,12.4,21941.0,7688,2.52,73.5,15.2,11.3,86694.0,-0.53,-0.25,2.11,Mitt Romney
35526,37.6,8.8,14.5,18807.0,13227,2.66,70.2,19.2,10.6,85580.0,0.42,0.5,1.69,Mitt Romney
49437,37.0,15.7,12.4,23703.0,18631,2.62,67.6,24.0,8.4,118775.0,0.3,0.43,1.94,Mitt Romney
13311,37.8,7.9,15.2,17479.0,5187,2.54,65.2,19.3,15.5,78351.0,0.01,0.12,2.07,Mitt Romney
218448,36.2,33.1,9.7,33257.0,78147,2.71,72.6,20.8,6.6,199843.0,2.04,2.12,2.21,Mitt Romney
61607,42.2,18.3,8.7,21701.0,24867,2.4,65.7,21.6,12.7,94481.0,-0.34,-0.24,2.08,Mitt Romney
5794,43.5,17.3,4.3,18366.0,2066,2.27,59.1,13.9,27.0,46506.0,-0.66,-0.78,1.36,Mitt Romney
5669,41.6,17.9,2.9,20270.0,2181,2.56,61.7,16.7,21.6,79815.0,-0.38,-0.38,0.45,Mitt Romney
19877,39.1,18.1,7.0,18586.0,8116,2.4,57.8,24.1,18.0,84221.0,0.88,0.97,0.99,Mitt Romney
29485,37.6,16.7,8.0,15863.0,10807,2.6,58.8,21.7,19.5,64583.0,-0.32,-0.29,1.0,Mitt Romney
14925,41.7,11.9,8.3,14927.0,6153,2.39,54.0,22.4,23.6,63269.0,-0.36,-0.28,1.14,Mitt Romney
249459,33.7,30.2,6.4,25884.0,96256,2.49,61.7,30.9,7.3,127897.0,1.83,1.94,1.89,Mitt Romney
5821,40.4,12.7,8.4,14318.0,2299,2.5,63.2,21.7,15.1,58421.0,-0.43,-0.42,1.28,Mitt Romney
26408,33.4,26.2,5.8,19234.0,10422,2.41,53.9,31.4,14.7,98000.0,0.3,0.4,0.95,Mitt Romney
4524,45.8,16.9,4.2,18609.0,1904,2.31,59.1,16.1,24.9,62398.0,-0.55,-0.47,1.08,Mitt Romney
51819,38.8,16.8,7.4,19639.0,20037,2.54,66.3,21.8,11.9,89347.0,1.21,1.3,0.73,Mitt Romney
3277,47.2,19.7,2.8,21325.0,1410,2.29,59.4,16.2,24.4,57857.0,-0.76,-0.68,0.64,Mitt Romney
13624,41.5,11.6,9.6,15556.0,5136,2.4,59.6,19.4,21.1,56473.0,-0.38,-0.38,1.26,Mitt Romney
25401,34.0,21.1,6.2,19413.0,9587,2.59,46.6,31.0,22.4,81541.0,-1.25,-1.23,0.64,Mitt Romney
6384,41.9,12.8,8.5,15588.0,2551,2.37,55.3,19.5,25.2,50621.0,-0.65,-0.66,1.05,Mitt Romney
10408,40.6,16.0,7.2,15932.0,4047,2.51,58.9,21.2,19.9,64625.0,-0.21,-0.18,1.14,Mitt Romney
10524,39.6,14.0,12.5,15651.0,3951,2.5,59.3,20.3,20.4,68790.0,0.21,0.32,1.21,Mitt Romney
32462,40.4,13.0,7.3,18109.0,12497,2.56,68.1,17.6,14.4,78825.0,-0.05,0.02,0.83,Mitt Romney
33836,38.6,13.0,12.1,16272.0,13256,2.51,59.2,21.9,18.8,70257.0,-0.2,-0.1,1.14,Mitt Romney
19895,48.2,15.5,8.3,19170.0,8375,2.34,48.3,13.2,38.5,85408.0,0.03,0.09,1.24,Mitt Romney
14692,44.6,13.7,6.8,17506.0,6034,2.39,48.7,13.1,38.2,80574.0,0.69,0.72,1.1,Mitt Romney
11199,40.5,16.0,6.4,20705.0,4480,2.44,64.9,21.5,13.5,77518.0,-0.2,-0.13,0.71,Mitt Romney
11153,40.7,11.1,11.4,15214.0,4061,2.48,58.1,18.6,23.3,63555.0,-0.6,-0.59,1.09,Mitt Romney
724828,35.6,28.5,7.3,24151.0,292369,2.42,53.5,35.7,10.7,103797.0,0.98,0.98,1.3,Mitt Romney
39493,38.7,13.3,9.6,17214.0,15281,2.52,61.7,24.0,14.3,67586.0,-0.13,-0.13,0.84,Mitt Romney
46470,40.8,16.8,8.7,20366.0,17593,2.55,69.9,17.5,12.6,81958.0,0.22,0.28,0.63,Mitt Romney
3479,44.6,16.0,3.6,19639.0,1480,2.33,62.3,17.3,20.3,75795.0,0.63,0.76,0.8,Mitt Romney
41724,38.9,13.1,11.3,17088.0,16076,2.56,63.0,21.2,15.8,82988.0,0.38,0.46,0.94,Mitt Romney
72715,38.0,17.7,6.7,23676.0,27187,2.67,72.2,17.4,10.5,121503.0,1.86,1.98,1.67,Mitt Romney
50820,42.3,28.8,6.2,25182.0,21227,2.36,66.0,23.6,10.4,96479.0,0.59,0.67,0.68,Mitt Romney
19981,38.7,17.7,7.4,20172.0,7633,2.44,62.1,24.5,13.5,90133.0,0.52,0.64,0.87,Mitt Romney
45517,48.6,24.3,10.8,23032.0,19894,2.26,45.5,23.0,31.5,217072.0,-0.12,-0.09,2.5,Barack Obama
732144,36.8,36.4,11.2,28778.0,302217,2.37,52.5,40.4,7.1,257645.0,1.31,1.34,2.71,Barack Obama
25738,47.4,20.6,7.8,22719.0,10868,2.32,43.1,16.5,40.3,214060.0,-0.04,-0.02,2.27,Barack Obama
21589,53.9,19.6,9.9,21880.0,9891,2.15,58.2,21.2,20.6,200532.0,-0.71,-0.64,2.59,Mitt Romney
7485,45.0,18.3,8.5,20351.0,3096,2.36,57.1,20.0,22.9,135544.0,-0.58,-0.52,2.51,Mitt Romney
21828,36.4,16.4,16.3,19242.0,7753,2.8,58.1,23.1,18.8,170224.0,0.61,0.62,2.31,Mitt Romney
7363,46.4,18.2,7.9,19404.0,3122,2.34,50.5,22.1,27.4,114393.0,-0.16,-0.06,2.41,Mitt Romney
115948,39.1,15.8,14.3,21662.0,44525,2.58,61.7,28.9,9.4,197235.0,1.29,1.3,2.41,Mitt Romney
24117,41.9,18.4,8.3,21660.0,9526,2.48,60.5,27.8,11.8,167826.0,0.02,0.02,2.32,Mitt Romney
1562,53.3,14.6,4.9,19025.0,663,2.31,55.8,20.8,23.4,138542.0,0.11,0.15,2.57,Mitt Romney
629627,40.5,35.1,8.5,36526.0,234075,2.65,73.7,22.2,4.1,287725.0,0.13,0.21,2.12,Barack Obama
259828,40.5,26.6,9.2,27596.0,106907,2.37,58.8,31.9,9.3,158187.0,0.31,0.35,2.64,Barack Obama
346455,41.0,27.4,10.5,27550.0,135680,2.48,64.1,29.9,5.9,185356.0,1.07,1.1,2.65,Barack Obama
299767,41.4,26.3,10.1,27114.0,115293,2.5,68.7,25.7,5.6,193487.0,0.65,0.72,2.51,Barack Obama
68991,44.0,13.3,10.3,19802.0,28563,2.38,66.6,20.4,12.9,99735.0,-0.51,-0.35,2.28,Mitt Romney
